CD_CVM	DENOM_SOCIAL	DENOM_COMERC	SETOR_ATIV	PF_PJ	CNPJ	DT_REG	DT_CONST	DT_CANCEL	MOTIVO_CANCEL	SIT_REG	DT_INI_SIT	SIT_EMISSOR	DT_INI_SIT_EMISSOR	CATEG_REG	DT_INI_CATEG	AUDITOR	CNPJ_AUDITOR	TP_ENDER	LOGRADOURO	COMPL	BAIRRO	CIDADE	UF	PAIS	CD_POSTAL	TEL	FAX	EMAIL	TP_RESP	RESP	DT_INI_RESP	LOGRADOURO_RESP	COMPL_RESP	BAIRRO_RESP	CIDADE_RESP	UF_RESP	PAIS_RESP	CEP_RESP	TEL_RESP	FAX_RESP	EMAIL_RESP	TP_MERC
6076	FINANSINOS S/A-CRÉDITO, FINAN. E INVEST.	FINANSINOS S/A CFI	BANCOS	PJ	91669747000192	20/07/1977	12/09/1962			ATIVO	20/07/1977	FASE OPERACIONAL	20/07/1977	Categoria A	01/01/2010	RAMIRES & CIA - AUDITORES  INDEPENDENTES  SOCIEDADE SIMPLES	5465151000139	SEDE	RUA BENTO GONÇALVES	2575	CENTRO	NOVO HAMBURGO	RS	BRASIL		(51) 35942488	(51) 35941998	finansinos@finansinos.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	MAURO ELAR FERRARI	05/08/2015	BENTO GONÇALVES	2575	CENTRO	NOVO HAMBURGO	RS		93510365	(51) 35942488	(51) 35941998	mauro@finansinos.com.br	BOLSA
6084	FINASA LEASING ARRENDAMENTO MERCANTIL SA	FINASA LEASING	ARRENDAMENTO MERCANTIL	PJ	47896709000180	11/08/1981	01/01/1978	30/04/2003	INCORPORAÇÃO	CANCELADA	30/04/2003					KPMG AUDITORES INDEPENDENTES	57755217000129	SEDE	CIDADE DE DEUS, S/N - PRÉDIO N	OVÍSSIMO	VILA YARA	OSASCO	SP	BRASIL		(11) 36849911	(11) 36843900	leasing@finasa.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	FRANCISCO MEDEIROS	11/08/1981	ALAMEDA RIO NEGRO, 1084 - M 19		ALPHAVILLE	BARUERI	SP		6454000	(11) 31452058	(11) 31452511	leasing@finasa.com.br	BALCÃO ORGANIZADO
4952	FINAÚSTRIA ARRENDAMENTO MERCANTIL S.A.	FINÁUSTRIA ARRENDAMENTO MERCANTIL S.A.	ARRENDAMENTO MERCANTIL	PJ	47178918000199	14/04/1983		24/01/1990	ATENDIMENTO AS NORMAS DA INSTR CVM 03/78	CANCELADA	24/01/1990					KPMG AUDITORES INDEPENDENTES	57755217000129	SEDE	R. EXPEDICIONÁRIO ABÍLIO DOS P	ASSOS, 103	CENTRO	SALESÓPOLIS	SP	BRASIL		(11) 50191140	(11) 50191271	Jose-manoel.gomes@itau.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	CARLOS HENRIQUE TONON XIMENES	14/04/1983	R HENRIQUE SCHAUMANN 270			SÃO PAULO	SP		5413000	(11) 8532814			BALCÃO NÃO ORGANIZADO
18830	FINAÚSTRIA ARRENDAMENTO MERCANTIL S.A.	FINÁUSTRIA ARRENDAMENTO MERCANTIL S.A.	ARRENDAMENTO MERCANTIL	PJ	47178918000199	26/12/2000	28/08/1975	16/12/2003	ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02	CANCELADA	16/12/2003					KPMG AUDITORES INDEPENDENTES	57755217000129	SEDE	R. EXPEDICIONÁRIO ABÍLIO DOS P	ASSOS, 103	CENTRO	SALESÓPOLIS	SP	BRASIL		(11) 50191140	(11) 50191271	Jose-manoel.gomes@itau.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	OTTAVIO ALDO RONCO	26/12/2000	PRAçA ALFREDO EGYDIO DE SOUZA	TORRE CONCEIçaO -	PQ. JABAQUARA	SÃO PAULO	SP		4344902	(11) 50191447	(11) 50191220	OTTAVIO.RONCO@ITAU.COM.BR	
23116	FINPAR PARTICIPAÇÕES S.A.	FINPAR PARTICIPAÇÕES S.A.	Emp. Adm. Part. - Intermediação Financeira	PJ	16103773000133	26/03/2013	27/03/2012	28/12/2015	Cancelamento Voluntário - IN CVM 480/09	CANCELADA	28/12/2015	FASE OPERACIONAL	31/03/2013	Categoria A	27/02/2014	BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES	54276936000179	SEDE	Praia de Botafogo, nº 440	6º andar	Botafogo	RIO DE JANEIRO	RJ	BRASIL		(21) 37971000	(21) 21130725	paulo.lima@nsgcapital.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	PAULO JOSE DE LIMA	19/11/2012	PRAIA DE BOTAFOGO, 440	6º ANDAR	BOTAFOGO	RIO DE JANEIRO	RJ		22250908	(21) 37971000	(21) 21130725	paulo.lima@nsgcapital.com.br	
23639	FINSBURY PARTICIPAÇÕES S.A.	FINSBURY PARTICIPAÇÕES S.A.	Emp. Adm. Part. - Sem Setor Principal	PJ	21987030000103	10/07/2015	29/12/2014	16/08/2019	Cancelamento de ofício - IN CVM 480/09	CANCELADA	16/08/2019	FASE PRÉ-OPERACIONAL	01/04/2015	Categoria A	10/07/2015	PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES	61562112000120	SEDE	Rua Pamplona, 818	conjunto 92	Jardim Paulista	SÃO PAULO	SP	BRASIL		(11) 35565505	(11) 35565566	todosformulariodereferencia@gp.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	RUBENS MARIO MARQUES DE FREITAS	29/12/2014	AV. BRIGADEIRO FARIA LIMA,3900	7º ANDAR	ITAIM BIBI	SÃO PAULO	SP		4538132	(11) 35565555	(11) 35565535	todosformulariodereferencia@gp.com.br	
12432	FISCHER SA COM IND AGRICULTURA	FISCHER	EMP. ADM. PARTICIPAÇÕES	PJ	33010786000187	19/08/1985		29/06/1990	ATENDIMENTO AS NORMAS DA INSTR CVM 03/78	CANCELADA	29/06/1990					WALTER HEUER AUDITORES INDEPENDENTES	61411393000110	SEDE	AV PASTEUR 110			RIO DE JANEIRO	RJ	BRASIL		(21) 25461122			DIRETOR DE RELAÇÕES COM INVESTIDORES	RICCO HARBICH	19/08/1985	R.M.JOAQUIM G.CARVALHO,966			MATÃO	SP		15990000	(0162) 822422			BALCÃO NÃO ORGANIZADO
6114	FIVES LILLE INDL NORDESTE SA	FLINOR	OUTRAS ATIVIDADES INDUSTRIAIS	PJ	12297305000196	23/09/1970		09/03/1993	ATENDIMENTO AS NORMAS DA INSTR CVM 03/78	CANCELADA	09/03/1993					DIRECTIVOS AUDITORES INDEPENDENTES	11501707000106	SEDE	AV.DURVAL GOES MONTEIRO,4466			MACEIÓ	AL	BRASIL		(82) 2411012			DIRETOR DE RELAÇÕES COM INVESTIDORES	ARMANDO DE QUEIROZ M. NETO	23/09/1970	AV. DURVAL GOES MONTEIRO, 4466			MACEIÓ	AL		57000000	(82) 2411567			BALCÃO NÃO ORGANIZADO
6122	FLAMEX SA IND COM EXP IMP	FLAMEX	COMÉRCIO (ATACADO E VAREJO)	PJ	92779461000122	20/07/1977		20/12/2005	CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98	CANCELADA	20/12/2005							SEDE	RUA DONA MARGARIDA 939-A		NAVEGANTE	PORTO ALEGRE	RS	BRASIL		(0512) 4212000			DIRETOR DE RELAÇÕES COM INVESTIDORES	OSWALDO ZETTERMANN	20/07/1977	R.FREDERICO MENTZ, 1113			PORTO ALEGRE	RS		90000000	(0512) 4212000			BALCÃO NÃO ORGANIZADO
21881	FLEURY SA	FLEURY SA	SERVIÇOS MÉDICOS	PJ	60840055000131	14/12/2009	23/10/1964			ATIVO	14/12/2009	FASE OPERACIONAL	14/12/2009	Categoria A	01/01/2010	KPMG AUDITORES INDEPENDENTES	57755217000129	SEDE	Av. General Valdomiro de Lima, 508	0	Jabaquara	SÃO PAULO	SP	BRASIL		(11) 50147413	(11) 50147425	joao.patah@grupofleury.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	VIVIANE BEHAR DE CASTRO	10/04/2017	AV. GENERAL VALDOMIRO DE LIMA	508	JABAQUARA	SÃO PAULO	SP		4344903	(11) 50147413	(11) 50147200	fernando.leao@grupofleury.com.br	BOLSA
24350	FLEX GESTÃO DE RELACIONAMENTO S.A.	FLEX GESTÃO DE RELACIONAMENTO S.A.	COMUNICAÇÃO E INFORMÁTICA	PJ	10851805000100	01/03/2018	27/05/2009			ATIVO	01/03/2018	FASE OPERACIONAL	03/11/2017	Categoria A	03/11/2017	ERNST & YOUNG AUDITORES INDEPENDENTES S/S	61366936000125	SEDE	Avenida Brigadeiro Faria Lima, 1903	Conjunto 142	Jardim Paulistano	SÃO PAULO	SP	BRASIL		(48) 30379036		ri@flexcontact.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	DANIEL DE ANDRADE GOMES	22/11/2018	AVENIDA RIO BRANCO	Nº 701	CENTRO	FLORIANÓPOLIS			88015203	(048) 30379034	(048) 30379034	ri@flexcontact.com.br	
11916	FLEXDISC TECNOLOGIA SA	FLEXDISC TECNOLOGIA	Máquinas, Equipamentos, Veículos e Peças	PJ	51159713000133	05/06/1984		14/02/2007	CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98	CANCELADA	14/02/2007					KPMG AUDITORES ASSOCIADOS	52803244000106	SEDE	RUA DOM AGUIRRE 176		TAQUARAL	SÃO PAULO	SP	BRASIL		(11) 5234122			DIRETOR DE RELAÇÕES COM INVESTIDORES	GIOVANNI FARINA	05/06/1984	RUA DOM AGUIRRE 176			SÃO PAULO	SP		4671000	(11) 5234122			BALCÃO NÃO ORGANIZADO
21423	FLORESTAL BRASIL S.A.	FLORESTAL BRASIL S.A.	REFLORESTAMENTO	PJ	7276103000128	01/04/2008	05/07/2007	30/11/2011	ELISÃO POR INCORPORAÇÃO	CANCELADA	30/11/2011	FASE OPERACIONAL	01/04/2008	Categoria B	01/01/2010	KPMG AUDITORES ASSOCIADOS	52803244000106	SEDE	Avenida Brigadeiro Faria Lima 2391, 2º andar, conj. 22	sala 16	Jardim Paulistano	SÃO PAULO	SP	BRASIL		(11) 34727722	(11) 51812208	carlosrosa@jbs.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	ADéZIO DE ALMEIDA LIMA	15/12/2010	RUA ALEXANDRE DUMAS, 2220	2º ANDAR	CHáCARA STO. ANTôNIO	SÃO PAULO	SP		4717004	(11) 34727721	(11) 51812208	adézio.lima@florestalbrasil.com.br	BALCÃO NÃO ORGANIZADO
16667	FLYNET SA	FLYNET	Emp. Adm. Part. - Comunicação e Informática	PJ	1492670000135	01/12/1997	15/10/1997	03/03/2009	ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02	CANCELADA	03/03/2009					PERFORMANCE AUDITORIA E CONSULTORIA EMPRESARIAL SOCIEDADE SIMPLES	41968512000123	SEDE	PRAIA DE BOTAFOGO, 501	5º ANDAR-PTE	BOTAFOGO	RIO DE JANEIRO	RJ	BRASIL		(21) 25149600	(21) 25148600	fjorge@pactual.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	RODIN SPIELMANN DE SÁ	09/08/2006	R. PRUDENTE DE MORAIS, 742/701		IPANEMA	RIO DE JANEIRO	RJ		22631005	(21) 32069203	(21) 32069201	SABRINA@IDEIASNET.COM.BR	BALCÃO ORGANIZADO
6149	FNV VEICULOS EQUIPS SA	FNV	Máquinas, Equipamentos, Veículos e Peças	PJ	60889193000105	29/08/1969		02/02/1993	ELISÃO POR INCORPORAÇÃO	CANCELADA	02/02/1993					PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES	61562112000120	SEDE	AV DAS NACOES UNIDAS,11633 17			CRUZEIRO	SP	BRASIL		(11) 5355755			DIRETOR DE RELAÇÕES COM INVESTIDORES	RONALD J. ALDWORTH	29/08/1969	AV DAS NACOES UNIDAS 11633			SÃO PAULO	SP		4578000	(11) 5355755			BOLSA
23019	FONTAINE VILLE PARTICIPAÇÕES S/A	FONTAINE VILLE PARTICIPAÇÕES S/A	SECURITIZAÇÃO DE RECEBÍVEIS	PJ	14333683000103	16/01/2013	18/03/2011			ATIVO	16/01/2013	FASE PRÉ-OPERACIONAL	09/08/2012	Categoria B	16/01/2013	EVOLUÇÃO AUDITORES INDEPENDENTES S/S ILIMITADA	13026685000197	SEDE	Rua Ramos Batista, 152	11º andar, sala C	Vila Olímpia	SÃO PAULO	SP	BRASIL		(11) 45503410		tiago.hansen@fontaineville.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	TIAGO HANSEN DE MORAES	15/08/2017	RUA RAMOS BATISTA, 152	11º ANDAR, SALA C	VILA OLÍMPIA	SÃO PAULO	SP		4552020	(11) 45503410	(11) 45503410	tiago.hansen@fontaineville.com.br	
23736	FORNO DE MINAS ALIMENTOS S.A.	FORNO DE MINAS ALIMENTOS S.A.	ALIMENTOS	PJ	3870455000580	15/10/2015	09/06/2000	07/03/2018	Cancelamento Voluntário - IN CVM 480/09	CANCELADA	07/03/2018	FASE OPERACIONAL	10/08/2015	Categoria A	11/08/2015	ERNST & YOUNG AUDITORES INDEPENDENTES S/S	61366936000125	SEDE	Avenida Fagundes Filho, nº 145	12º andar, conj. 121	Vila Monte Alegre	SÃO PAULO	SP	BRASIL		(11) 23717254		denio.oliveira@fornodeminas.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	DÊNIO DE OLIVEIRA	29/07/2015	VIA ACESSO CHÁC CAMPO MEIO S/N		RESSACA	CONTAGEM	MG		32183683	(31) 32183683	(31) 30798188	denio.oliveira@fornodeminas.com.br	
14796	FORPART S.A. - EM LIQUIDAÇÃO	FORPART SA	Emp. Adm. Part. - Telecomunicações	PJ	249786000185	21/02/1995	23/08/1994			ATIVO	21/02/1995	LIQUIDAÇÃO EXTRAJUDICIAL	27/12/2012	Categoria A	01/01/2010	BKR - LOPES, MACHADO AUDITORES	40262602000131	SEDE	AV PRESIDENTE WILSON, 231	28º ANDAR(PTE)	CENTRO	RIO DE JANEIRO	RJ	BRASIL		(21) 38043700	(21) 38043480	gar@opportunity.com.br														BALCÃO ORGANIZADO
22489	FORTE SECURITIZADORA S.A.	FORTE SECURITIZADORA S/A	SECURITIZAÇÃO DE RECEBÍVEIS	PJ	12979898000170	15/06/2011	25/11/2010			ATIVO	15/06/2011	FASE OPERACIONAL	20/10/2013	Categoria B	15/06/2011	ERNST & YOUNG AUDITORES INDEPENDENTES S/S	61366936000125	SEDE	RUA FIDêNCIO RAMOS, Nº 213	CONJUNTO 41	VILA OLíMPIA	SÃO PAULO	SP	BRASIL		(11) 41180640	(011) 41180640	ri@fortesec.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	MARCELO LOMONACO YAZAKI	30/03/2016	RUA FIDÊNCIO RAMOS, Nº213	CONJUNTO 41	VILA OLÍMPIA	SÃO PAULO	SP		4551000	(11) 25287739	(11) 41180640	ri@fortesec.com.br	
23566	FORTUNATO SECURITIZADORA S.A.	FORTUNATO SECUTITIZADORA S.A.	SECURITIZAÇÃO DE RECEBÍVEIS	PJ	21610416000100	06/03/2015	29/10/2014			ATIVO	06/03/2015	FASE PRÉ-OPERACIONAL	29/01/2015	Categoria B	06/03/2015	AJCA AUDITORES INDEPENDENTES S/S	5060765000130	SEDE	AV MOEMA, 87, BLOCO A, CONJUNTO 61 E 62	COM. CASA BLANCA	MOEMA	SÃO PAULO	SP	BRASIL		(11) 23851412	(11) 23851412	sergio@fortunatosecuritizadora.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	SERGIO FORTUNATO	29/10/2014	RUA AGENTE GOMES, 258	APT 202	JARDIM	SÃO PAULO	SP		2040090	(11) 23851412	(11) 23851412	sergio@fortunatosecuritizadora.com.br	
23655	FOURSTONES PARTICIPAÇÕES S.A.	FOURSTONES PARTICIPAÇÕES S.A.	Emp. Adm. Part. - Sem Setor Principal	PJ	21987053000118	23/07/2015	29/12/2014	29/07/2016	Cancelamento Voluntário - IN CVM 480/09	CANCELADA	29/07/2016	FASE PRÉ-OPERACIONAL	01/04/2015	Categoria A	23/07/2015	BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES	54276936000179	SEDE	Rua Pamplona, 818	conjunto 92	Jardim Paulista	SÃO PAULO	SP	BRASIL		(11) 35565505	(11) 35565566	todosformulariodereferencia@gp.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	JOÃO HENRIQUE BRAGA JUNQUEIRA	29/12/2014	AV. BRIGADEIRO FARIA LIMA 3900	7º ANDAR	ITAIM BIBI	SÃO PAULO	SP		4538132	(11) 35565555	(11) 35565535	todosformulariodereferencia@gp.com.br	
23663	FOXFIELD PARTICIPAÇÕES S.A.	FOXFIELD PARTICIPAÇÕES S.A.	Emp. Adm. Part. - Sem Setor Principal	PJ	21987041000193	23/07/2015	29/12/2014	29/07/2016	Cancelamento Voluntário - IN CVM 480/09	CANCELADA	29/07/2016	FASE PRÉ-OPERACIONAL	01/04/2015	Categoria A	23/07/2015	BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES	54276936000179	SEDE	Rua Pamplona, 818	conjunto 92	Jardim Paulista	SÃO PAULO	SP	BRASIL		(11) 35565505	(11) 35565566	todosformulariodereferencia@gp.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	DANILO GAMBOA	29/12/2014	AV BRIGADEIRO FARIA LIMA, 3900	7º ANDAR	ITAIM BIBI	SÃO PAULO	SP		4538132	(11) 35565555	(11) 35565535	TODOSFORMULARIODEREFERENCIA@GP.COM.BR	
21873	FRAME SECURITIZADORA S/A	FRAME SECURITIZADORA S/A	SECURITIZAÇÃO DE RECEBÍVEIS	PJ	10661519000174	14/12/2009	19/01/2009	07/02/2011	Cancelamento Voluntário - IN CVM 480/09	CANCELADA	07/02/2011	FASE PRÉ-OPERACIONAL	14/12/2009	Categoria B	01/01/2010	KPMG AUDITORES ASSOCIADOS	52803244000106	SEDE	Rua do Carmo, 57	6 andar	Centro	RIO DE JANEIRO	RJ	BRASIL		(21) 22425001	(21) 39704885	marco.aurelio@framecapital.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	MARCO AURELIO SAMPAIO TRINDADE	19/01/2009	ALAMEDA SAO BOAVENTURA	300/1106	FONSECA	NITERÓI	RJ		24120196	(21) 22425001	(21) 39704885	marco.aurelio@framecapital.com.br	
6190	FRANCISCO CASTRO CI E AGRIC SA	FRANCASTRO	ALIMENTOS	PJ	6082564000105	20/07/1977		09/08/2005	CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98	CANCELADA	09/08/2005					VILLARIM DIAS SC AUD INDEP	9289547000123	SEDE	AV.FRANCISCO CASTRO, 1806			CAXIAS	MA	BRASIL		(98) 5211172			DIRETOR DE RELAÇÕES COM INVESTIDORES	ANTONIO DE SOUSA BARROS	20/07/1977	AV FRANCISCO CASTRO 1806			CAXIAS	MA		65600000	(98) 5211311			BALCÃO NÃO ORGANIZADO
11967	FRANGOSUL SA AGRO AVICOLA INDL	FRANGOSUL	ALIMENTOS	PJ	91374561000106	25/07/1984		21/12/1999	ATENDIMENTO AS NORMAS DA INSTR CVM 229/95	CANCELADA	21/12/1999					MAZARS & GUÉRARD AUDITORES INDEPENDENTES	49939978000102	SEDE	R BUARQUE  MACEDO 3620		IMIGRAÇÃO	MONTENEGRO	RS	BRASIL		(51) 6324444	(51) 6324884	marketin@frangosul.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	JOSÉ AUGUSTO LIMA DE SÁ	25/07/1984	AV DAS MAGNÓLIAS, 1122		CIDADE JARDIM	SÃO PAULO	SP		5674002	(51) 6324444	(051) 6324884	marketin@frangosul.com.br	BOLSA
6211	FRAS-LE SA	FRAS-LE S.A.	Máquinas, Equipamentos, Veículos e Peças	PJ	88610126000129	20/07/1977	22/02/1957			ATIVO	20/07/1977	FASE OPERACIONAL	20/07/1977	Categoria A	01/01/2010	ERNST & YOUNG AUDITORES INDEPENDENTES S/S	61366936000125	SEDE	Rodovia RS 122, Km 66, nº 10.945	Prédio adm	Forqueta	CAXIAS DO SUL	RS	BRASIL		(54) 32391517	(54) 32391567	ri@fras-le.com	DIRETOR DE RELAÇÕES COM INVESTIDORES	HEMERSON FERNANDO DE SOUZA	07/05/2019	RUA CLAUDIO ANTONIO BERTONI, 1	APTO.1102	UNIVERSITÁRIO	CAXIAS DO SUL	RS		95041580	(54) 32391701	(54) 32391701	ri@fras-le.com	BOLSA
12084	FREIOS VARGA SA	FREIOS VARGA	Máquinas, Equipamentos, Veículos e Peças	PJ	51466753000128	23/11/1984		02/06/1999	ATENDIMENTO AS NORMAS DA INSTR CVM 229/95	CANCELADA	02/06/1999					KPMG AUDITORES INDEPENDENTES	57755217000129	SEDE	VIA ANHANGUERA, KM.147			LIMEIRA	SP	BRASIL		(19) 4401313	(19) 4401499		DIRETOR DE RELAÇÕES COM INVESTIDORES	ANTONIO CARLOS BENTO SOUZA	23/11/1984	VIA ANHANGUERA, KM.147		PIRES	LIMEIRA	SP		13486915	(19) 4401204	(0019) 4401499	acbento@varga.com.br	BOLSA
6246	FRICASA ALIMENTOS SA	FRICASA SA	ALIMENTOS	PJ	83188110000156	20/07/1977		10/12/1996	ATENDIMENTO AS NORMAS DA INSTR CVM 03/78	CANCELADA	10/12/1996					PRÁTIKA AUDITORES INDEPENDENTES SOCIEDADE SIMPLES	82613720000197	SEDE	AV SEN IVO DE AQUINO 1330			CANOINHAS	SC	BRASIL		(0476) 222388	(0476) 222388		DIRETOR DE RELAÇÕES COM INVESTIDORES	RUBENS NAGORNNI FILHO	20/07/1977	AV SEN IVO DE AQUINO 1330			CANOINHAS	SC		89460000	(0476) 222066			BALCÃO NÃO ORGANIZADO
23647	FRIESTON PARTICIPAÇÕES S.A.	FRIESTON PARTICIPAÇÕES S.A.	Emp. Adm. Part. - Sem Setor Principal	PJ	21987068000186	23/07/2015	29/12/2014	29/07/2016	Cancelamento Voluntário - IN CVM 480/09	CANCELADA	29/07/2016	FASE PRÉ-OPERACIONAL	01/04/2015	Categoria A	23/07/2015	BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES	54276936000179	SEDE	Rua Pamplona, 818	conjunto 92	Jardim Paulista	SÃO PAULO	SP	BRASIL		(11) 35565505	(11) 35565566	todosformulariodereferencia@gp.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	RUBENS MARIO MARQUES DE FREITAS	29/12/2014	AV BRIGADEIRO FARIA LIMA, 3900	7º ANDAR	ITAIM BIBI	SÃO PAULO	SP		4538132	(11) 35565555	(11) 35565535	todosformulariodereferencia@gp.com.br	
6220	FRIGOBRAS CIA BRAS FRIGORIFICO	FRIGOBRAS	ALIMENTOS	PJ	60883212000196	20/07/1977		21/01/1998	ELISÃO POR INCORPORAÇÃO	CANCELADA	21/01/1998					ERNST & YOUNG AUDITORES INDEPENDENTES S/S	61366936000125	SEDE	ALAMEDA TOCANTINS 525			BARUERI	SP	BRASIL		(11) 7264432	(11) 72964510		DIRETOR DE RELAÇÕES COM INVESTIDORES	JOSE FERNANDO MONTEIRO ALVES	20/07/1977	AL.TOCANTINS,525			BARUERI	SP		6455921	(11) 7264430			BOLSA
22853	FRIGOL FOODS PARTICIPAÇÕES S.A.	FRIGOL FOODS PARTICPAÇÕES S.A.	Emp. Adm. Part. - Sem Setor Principal	PJ	14962356000110	17/07/2012	16/12/2011	13/03/2020	Cancelamento Voluntário - IN CVM 480/09	CANCELADA	13/03/2020	FASE PRÉ-OPERACIONAL	03/04/2012	Categoria A	17/07/2012	GRANT THORNTON AUDITORES INDEPENDENTES	10830108000165	SEDE	Rua São Benedito, nº 509	1º andar cj 13	Alto da Boa Vista	SÃO PAULO	SP	BRASIL		(14) 32693900	(14) 32693900	luciano.pascon@frigol.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	LUCIANO CASTIGLIONI PASCON	16/12/2011	R CEL. JOAQUIM ANSELMO MARTINS	1021	CENTRO	LENÇÓIS PAULISTA	SP		18682050	(14) 32693900	(14) 32693900	luciano.pascon@frigol.com.br	
6262	FRIGORIFICO NORTE MINAS SA	FRIGONORTE	ALIMENTOS	PJ	22662951000169	20/07/1977		22/03/2005	CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98	CANCELADA	22/03/2005					ARTHUR YOUNG AUD ASSOCIADOS SC	43838259000119	SEDE	R GOVERNADOR VALLADARES 239			MONTES CLAROS	MG	BRASIL		(38) 2215111			DIRETOR DE RELAÇÕES COM INVESTIDORES	CARLOS FERNANDO DE SOUZA	20/07/1977	AV. OSMANI BARBOSA, S/N			MONTES CLAROS	MG		39400000	(38) 2215111			BALCÃO NÃO ORGANIZADO
6270	FRIL FRIGORIF DA LUZ SA	FRIL	ALIMENTOS	PJ	82902461000114	04/11/1977		20/11/1985	ELISÃO POR INCORPORAÇÃO	CANCELADA	20/11/1985							SEDE	ESTRADA RIO DA LUZ, S/N			JOAÇABA	SC	BRASIL		(0473) 320211			DIRETOR DE RELAÇÕES COM INVESTIDORES	ANTONIO CARLOS SILVA	04/11/1977	ROD.JORGE LACERDA, S/N			GASPAR	SC		89110000				BALCÃO NÃO ORGANIZADO
6297	FRUTOS TROPICAIS SA	FRUTOS TROPICAIS	ALIMENTOS	PJ	13504691000102	20/07/1977		22/11/2006	CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98	CANCELADA	22/11/2006					BOUCINHAS, CAMPOS & CONTI AUDITORES INDEPENDENTES S/S	62650403000133	SEDE	AV JOAO LIMA SILVEIRA S/N			ESTÂNCIA	SE	BRASIL		(79) 5221102			DIRETOR DE RELAÇÕES COM INVESTIDORES	CLEMENTINO DE SOUZA COELHO	20/07/1977	AV JOAO LIMA SILVEIRA BR 101			ESTÂNCIA	SE		49200000	(78) 5221102			BALCÃO NÃO ORGANIZADO
23370	FTL - FERROVIA TRANSNORDESTINA LOGÍSTICA S.A.	FTL - FERROVIA TRANSNORDESTINA LOGÍSTICA S.A.	Serviços Transporte e Logística	PJ	17234244000131	25/04/2014	29/10/2012			ATIVO	25/04/2014	FASE OPERACIONAL	27/02/2014	Categoria B	27/02/2014	GRANT THORNTON AUDITORES INDEPENDENTES	10830108000165	SEDE	AV FRANCISCO SÁ, 4829	Parte	ALVARO WEYNE	FORTALEZA	CE	BRASIL		(85) 40082564	(85) 40082548	fernando.assuncao@tlsa.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	SERGI MARCIO DE FREITAS LEITE	15/09/2017	AV. FRANCISCO SÁ	4829	ALVARO WEYNE	FORTALEZA			60335195	(85) 40082500	(85) 40082548	jorge.mello@tlsa.com.br	
6300	FUJI ELETRIC NORDESTE SA	FUJINOR	Máquinas, Equipamentos, Veículos e Peças	PJ	22669972000106	18/07/1975		14/09/1995	ATENDIMENTO AS NORMAS DA INSTR CVM 03/78	CANCELADA	14/09/1995					WALTER HEUER AUDITORES INDEPENDENTES	61411393000110	SEDE	AV MAGALHAES PINTO 3789			MONTES CLAROS	MG	BRASIL		(38) 2151560	(38) 2151453		DIRETOR DE RELAÇÕES COM INVESTIDORES	PERICLES H. AQUINO SUZART	18/07/1975	AV DO CONTORNO 4924 4 ANDAR			BELO HORIZONTE	MG		30110000	(31) 2250544			BALCÃO NÃO ORGANIZADO
